level,state,board_name,quarter,total,adult,dw,youth,ra,ra_adult,ra_dw,ra_youth,ojt,ra_ojt,ita,ra_ita,ss,ra_ss
board,PR,ALDL Surcentral,PY23_Q2,162,96,18,48,3,3,0,0,16,0,15,0,0,0
board,PR,ALDL Surcentral,PY23_Q3,232,78,55,101,3,3,0,0,12,0,12,0,0,0
board,PR,ALDL Surcentral,PY23_Q4,244,80,73,97,3,3,0,0,14,0,11,0,0,0
board,PR,ALDL Sureste,PY20_Q1,445,190,188,72,2,0,2,0,84,1,16,0,37,0
board,PR,ALDL Sureste,PY20_Q2,411,177,169,70,3,1,2,0,70,1,18,0,30,0
board,PR,ALDL Sureste,PY20_Q3,365,157,155,63,4,2,2,0,53,1,15,0,24,0
board,PR,ALDL Sureste,PY20_Q4,332,149,143,67,5,3,2,0,39,1,13,0,20,0
board,PR,ALDL Sureste,PY21_Q1,304,75,114,119,2,2,1,0,11,0,9,0,16,0
board,PR,ALDL Sureste,PY21_Q2,191,39,108,45,2,2,1,0,16,0,6,0,3,0
board,PR,ALDL Sureste,PY21_Q3,196,46,103,49,3,2,1,1,27,0,6,0,0,0
board,PR,ALDL Sureste,PY21_Q4,202,40,89,75,2,1,1,1,27,0,6,0,0,0
board,PR,ALDL Sureste,PY22_Q1,324,61,81,183,0,0,0,0,62,0,7,0,0,0
board,PR,ALDL Sureste,PY22_Q2,330,71,83,177,0,0,0,0,56,0,2,0,0,0
board,PR,ALDL Sureste,PY22_Q3,395,115,106,178,0,0,0,0,60,0,3,0,0,0
board,PR,ALDL Sureste,PY22_Q4,432,121,104,212,0,0,0,0,64,0,3,0,1,0
board,PR,ALDL Sureste,PY23_Q1,406,106,96,215,0,0,0,0,42,0,1,0,3,0
board,PR,ALDL Sureste,PY23_Q2,351,103,101,157,0,0,0,0,49,0,1,0,3,0
board,PR,ALDL Sureste,PY23_Q3,441,109,206,134,0,0,0,0,51,0,1,0,3,0
board,PR,ALDL Sureste,PY23_Q4,434,114,190,138,0,0,0,0,55,0,1,0,2,0
board,PR,ALDL Suroeste,PY20_Q1,350,81,122,147,0,0,0,0,21,0,22,0,66,0
board,PR,ALDL Suroeste,PY20_Q2,398,82,123,193,0,0,0,0,15,0,16,0,48,0
board,PR,ALDL Suroeste,PY20_Q3,637,150,258,229,0,0,0,0,21,0,12,0,22,0
board,PR,ALDL Suroeste,PY20_Q4,1054,268,379,408,0,0,0,0,24,0,12,0,22,0
board,PR,ALDL Suroeste,PY21_Q1,965,333,368,267,47,44,4,1,16,0,5,0,2,0
board,PR,ALDL Suroeste,PY21_Q2,1061,410,443,214,48,46,4,0,18,1,5,0,1,0
board,PR,ALDL Suroeste,PY21_Q3,870,332,425,117,46,45,3,0,17,1,5,0,1,0
board,PR,ALDL Suroeste,PY21_Q4,918,224,376,323,28,27,3,0,21,1,6,0,1,0
board,PR,ALDL Suroeste,PY22_Q1,476,95,231,152,2,2,0,0,23,0,7,0,3,0
board,PR,ALDL Suroeste,PY22_Q2,559,173,315,78,3,2,1,0,24,0,7,0,3,0
board,PR,ALDL Suroeste,PY22_Q3,914,247,467,203,3,2,1,0,22,0,8,0,74,0
board,PR,ALDL Suroeste,PY22_Q4,1337,333,570,445,3,2,1,0,22,0,11,0,269,0
board,PR,ALDL Suroeste,PY23_Q1,804,203,340,275,2,2,0,0,10,0,15,0,239,0
board,PR,ALDL Suroeste,PY23_Q2,904,155,492,273,2,2,0,0,8,0,12,0,241,0
board,PR,ALDL Suroeste,PY23_Q3,951,145,642,180,2,2,0,0,7,0,11,0,147,0
board,PR,ALDL Suroeste,PY23_Q4,1172,224,804,167,2,2,0,0,7,0,10,0,140,0
board,PR,Blank-PR ETACode,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,Blank-PR ETACode,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,Blank-PR ETACode,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,Blank-PR ETACode,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 10003,PY20_Q1,18,18,11,0,0,0,0,0,16,0,0,0,0,0
board,PR,ETACode - 10003,PY20_Q2,18,18,11,0,0,0,0,0,16,0,0,0,0,0
board,PR,ETACode - 10003,PY20_Q3,18,18,11,0,0,0,0,0,16,0,0,0,0,0
board,PR,ETACode - 10003,PY20_Q4,18,18,11,0,0,0,0,0,16,0,0,0,0,0
board,PR,ETACode - 5800,PY20_Q1,6,3,1,2,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 5800,PY20_Q2,21,7,7,7,1,0,0,1,0,0,0,0,0,0
board,PR,ETACode - 5800,PY20_Q3,50,14,13,23,2,0,0,2,1,0,0,0,0,0
board,PR,ETACode - 5800,PY20_Q4,63,19,18,26,2,0,0,2,1,0,2,0,0,0
board,PR,ETACode - 5800,PY21_Q1,68,18,22,28,7,1,3,3,1,0,3,1,0,0
board,PR,ETACode - 5800,PY21_Q2,62,13,21,28,6,1,2,3,1,0,2,1,0,0
board,PR,ETACode - 5800,PY21_Q3,39,10,18,11,3,1,2,0,1,0,2,1,0,0
board,PR,ETACode - 5800,PY21_Q4,36,9,17,10,3,1,2,0,1,0,2,1,0,0
board,PR,ETACode - 5800,PY22_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 5800,PY22_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 5800,PY22_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 5800,PY22_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72885,PY20_Q1,87,67,4,19,1,0,0,1,43,0,0,0,0,0
board,PR,ETACode - 72885,PY20_Q2,99,78,5,19,1,0,0,1,48,0,0,0,0,0
board,PR,ETACode - 72885,PY20_Q3,101,80,5,19,3,2,0,1,48,0,0,0,0,0
board,PR,ETACode - 72885,PY20_Q4,101,80,5,19,3,2,0,1,48,0,0,0,0,0
board,PR,ETACode - 72885,PY21_Q1,79,76,5,1,26,26,1,0,50,2,0,0,0,0
board,PR,ETACode - 72885,PY21_Q2,79,76,5,1,26,26,1,0,50,2,0,0,0,0
board,PR,ETACode - 72885,PY21_Q3,79,76,5,1,26,26,1,0,50,2,0,0,0,0
board,PR,ETACode - 72885,PY21_Q4,79,76,5,1,26,26,1,0,50,2,0,0,0,0
board,PR,ETACode - 72888,PY20_Q1,224,163,20,64,0,0,0,0,99,0,0,0,0,0
board,PR,ETACode - 72888,PY20_Q2,228,167,20,64,0,0,0,0,100,0,0,0,0,0
board,PR,ETACode - 72888,PY20_Q3,235,170,20,68,3,3,0,0,100,0,0,0,0,0
board,PR,ETACode - 72888,PY20_Q4,235,170,20,68,3,3,0,0,100,0,0,0,0,0
board,PR,ETACode - 72900,PY20_Q1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72900,PY20_Q2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72900,PY20_Q3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72900,PY20_Q4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72903,PY20_Q1,25,11,4,11,1,1,0,0,1,0,0,0,0,0
board,PR,ETACode - 72903,PY20_Q2,32,14,6,13,1,1,0,0,1,0,0,0,1,0
board,PR,ETACode - 72903,PY20_Q3,72,19,16,38,1,1,0,0,5,0,3,0,5,0
board,PR,ETACode - 72903,PY20_Q4,141,39,56,47,2,2,0,0,7,0,7,0,7,0
board,PR,ETACode - 72903,PY21_Q1,129,23,75,31,1,1,0,0,7,0,13,0,7,0
board,PR,ETACode - 72903,PY21_Q2,114,22,68,24,1,1,0,0,7,0,13,0,2,0
board,PR,ETACode - 72903,PY21_Q3,101,16,63,22,2,1,1,0,7,0,10,0,1,0
board,PR,ETACode - 72903,PY21_Q4,87,11,54,22,2,1,1,0,7,0,7,0,1,0
board,PR,ETACode - 72903,PY22_Q1,1219,945,252,92,542,478,92,11,371,49,19,0,4,0
board,PR,ETACode - 72903,PY22_Q2,1163,916,226,87,545,476,93,11,362,50,14,0,1,0
board,PR,ETACode - 72903,PY22_Q3,1081,846,198,97,531,460,84,15,310,39,10,0,0,0
board,PR,ETACode - 72903,PY22_Q4,1205,742,187,330,489,422,81,11,234,22,7,0,0,0
board,PR,ETACode - 72905,PY20_Q1,4,2,2,0,0,0,0,0,1,0,0,0,0,0
board,PR,ETACode - 72905,PY20_Q2,4,2,2,0,0,0,0,0,1,0,0,0,0,0
board,PR,ETACode - 72905,PY20_Q3,3,1,2,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72905,PY20_Q4,3,1,2,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72905,PY21_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72905,PY21_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72905,PY21_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 72905,PY21_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PR,ETACode - 99999,PY21_Q1,20,20,5,0,14,14,3,0,4,0,0,0,0,0
board,PR,ETACode - 99999,PY21_Q2,21,21,9,0,0,14,3,0,1,0,0,0,0,0
board,PR,ETACode - 99999,PY21_Q3,36,32,11,4,19,19,3,0,5,0,0,0,0,0
board,PR,ETACode - 99999,PY21_Q4,43,39,10,4,23,23,3,0,9,0,0,0,0,0
board,PR,ETACode - 99999,PY22_Q1,10,10,9,0,1,1,0,0,0,0,0,0,0,0
board,PR,ETACode - 99999,PY22_Q2,9,9,8,0,1,1,0,0,0,0,0,0,0,0
board,PR,ETACode - 99999,PY22_Q3,6,6,5,0,1,1,0,0,0,0,0,0,0,0
board,PR,ETACode - 99999,PY22_Q4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
state,PR,PR,PY20_Q1,4865,1869,1310,1752,52,19,16,17,498,3,308,8,1122,10
state,PR,PR,PY20_Q2,4545,1769,1203,1631,64,23,22,19,446,3,226,7,777,9
state,PR,PR,PY20_Q3,5540,2062,1632,1916,95,40,29,26,452,4,183,4,682,9
state,PR,PR,PY20_Q4,7653,2619,2068,3064,124,56,36,32,487,4,183,4,698,11
state,PR,PR,PY21_Q1,6718,2368,2232,2189,287,225,45,25,526,7,218,12,421,3
state,PR,PR,PY21_Q2,6640,2740,2566,1413,290,238,39,23,589,8,211,10,274,2
state,PR,PR,PY21_Q3,7430,3001,3057,1482,267,224,35,17,688,8,215,10,270,2
state,PR,PR,PY21_Q4,8293,3110,2908,2357,236,199,33,13,771,8,225,9,309,1
state,PR,PR,PY22_Q1,7813,3303,1833,2735,609,520,111,20,1017,49,325,9,883,1
state,PR,PR,PY22_Q2,7924,3456,2139,2371,603,508,114,20,1002,50,315,6,567,1
state,PR,PR,PY22_Q3,9274,3793,2668,2875,590,488,110,24,1129,44,298,6,757,1
state,PR,PR,PY22_Q4,11341,3845,2863,4696,546,447,107,20,1026,27,289,6,908,0
state,PR,PR,PY23_Q1,7722,2979,2140,2662,524,433,105,9,850,25,326,6,790,0
state,PR,PR,PY23_Q2,8134,3092,2810,2359,460,380,94,8,980,25,279,4,727,0
state,PR,PR,PY23_Q3,9396,3062,3855,2626,449,370,91,8,966,25,246,4,560,0
state,PR,PR,PY23_Q4,11654,4067,4462,3337,441,362,90,8,964,25,234,4,534,0
board,PR,PR-ETACode-99999,PY23_Q1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
board,PR,PR-ETACode-99999,PY23_Q2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
board,PR,PR-ETACode-99999,PY23_Q3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
board,PR,PR-ETACode-99999,PY23_Q4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
board,PR,PR-Statewide,PY23_Q1,1063,687,129,294,449,410,54,6,193,19,7,0,0,0
board,PR,PR-Statewide,PY23_Q2,937,821,130,40,391,359,46,6,353,19,5,0,0,0
board,PR,PR-Statewide,PY23_Q3,947,798,136,65,380,349,43,6,354,19,3,0,0,0
board,PR,PR-Statewide,PY23_Q4,921,763,136,72,373,342,43,6,313,19,3,0,0,0
board,PW,ETACode - 66070,PY20_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PW,ETACode - 66070,PY20_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PW,ETACode - 66070,PY20_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,PW,ETACode - 66070,PY20_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,PW,PW,PY20_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,PW,PW,PY20_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,PW,PW,PY20_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,PW,PW,PY20_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,RI,Blank-RI ETACode,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,RI,Blank-RI ETACode,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,RI,Blank-RI ETACode,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,RI,Blank-RI ETACode,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,RI,ETAcode - 44903,PY20_Q1,272,1,0,0,3,1,0,0,0,0,1,0,0,0
board,RI,ETAcode - 44903,PY20_Q2,242,1,0,0,3,1,0,0,0,0,3,0,0,0
board,RI,ETAcode - 44903,PY20_Q3,89,0,0,0,2,0,0,0,0,0,2,0,0,0
board,RI,ETAcode - 44903,PY20_Q4,80,0,0,0,2,0,0,0,0,0,1,0,0,0
board,RI,ETAcode - 44903,PY21_Q1,43,0,0,0,2,0,0,0,0,0,0,0,0,0
board,RI,ETAcode - 44903,PY21_Q2,102,0,0,0,2,0,0,0,0,0,0,0,0,0
board,RI,ETAcode - 44903,PY21_Q3,249,0,0,0,0,0,0,0,0,0,1,0,0,0
board,RI,ETAcode - 44903,PY21_Q4,215,0,0,0,0,0,0,0,0,0,1,0,0,0
board,RI,ETAcode - 44903,PY22_Q1,61,0,0,0,1,0,0,0,0,0,0,0,0,0
board,RI,ETAcode - 44903,PY22_Q2,50,0,0,0,1,0,0,0,0,0,0,0,0,0
board,RI,ETAcode - 44903,PY22_Q3,284,0,0,0,0,0,0,0,0,0,3,0,0,0
board,RI,ETAcode - 44903,PY22_Q4,518,0,0,0,0,0,0,0,0,0,4,0,0,0
state,RI,RI,PY20_Q1,597,62,85,180,4,1,0,0,31,0,35,0,20,0
state,RI,RI,PY20_Q2,602,45,79,238,4,1,0,0,32,0,47,0,47,0
state,RI,RI,PY20_Q3,555,29,58,380,3,0,0,0,24,0,43,0,83,0
state,RI,RI,PY20_Q4,563,28,54,402,2,0,0,0,25,0,55,0,80,0
state,RI,RI,PY21_Q1,496,30,77,347,2,0,0,0,41,0,76,0,79,0
state,RI,RI,PY21_Q2,578,29,85,359,2,0,0,0,43,0,86,0,93,0
state,RI,RI,PY21_Q3,732,40,79,358,0,0,0,0,42,0,82,0,97,0
state,RI,RI,PY21_Q4,693,57,76,343,0,0,0,0,40,0,81,0,93,0
state,RI,RI,PY22_Q1,437,50,70,256,1,0,0,0,41,0,75,0,81,0
state,RI,RI,PY22_Q2,497,60,73,313,1,0,0,0,40,0,79,0,92,0
state,RI,RI,PY22_Q3,851,71,95,394,0,0,0,0,39,0,119,0,98,0
state,RI,RI,PY22_Q4,1125,98,100,399,5,2,3,0,31,2,136,0,86,0
state,RI,RI,PY23_Q1,1072,121,114,291,9,4,4,1,44,8,172,2,92,0
state,RI,RI,PY23_Q2,1458,121,119,313,9,5,3,0,41,7,171,1,94,0
state,RI,RI,PY23_Q3,1322,135,155,377,8,5,2,0,53,6,191,1,90,0
state,RI,RI,PY23_Q4,1502,173,196,325,4,1,2,0,51,3,228,1,77,0
board,RI,RI-Statewide,PY23_Q1,520,0,0,0,0,0,0,0,0,0,2,0,0,0
board,RI,RI-Statewide,PY23_Q2,828,0,0,0,0,0,0,0,0,0,5,0,0,0
board,RI,RI-Statewide,PY23_Q3,378,0,0,0,0,0,0,0,0,0,3,0,0,0
board,RI,RI-Statewide,PY23_Q4,569,0,0,0,0,0,0,0,0,0,5,0,0,0
board,RI,Workforce Partnership of Greater Rhode Island,PY20_Q1,203,23,41,139,1,0,0,0,8,0,22,0,7,0
board,RI,Workforce Partnership of Greater Rhode Island,PY20_Q2,216,21,41,154,1,0,0,0,12,0,27,0,13,0
board,RI,Workforce Partnership of Greater Rhode Island,PY20_Q3,296,16,30,250,1,0,0,0,11,0,20,0,31,0
board,RI,Workforce Partnership of Greater Rhode Island,PY20_Q4,320,16,29,275,0,0,0,0,15,0,22,0,31,0
board,RI,Workforce Partnership of Greater Rhode Island,PY21_Q1,300,13,30,257,0,0,0,0,21,0,18,0,46,0
board,RI,Workforce Partnership of Greater Rhode Island,PY21_Q2,318,14,30,271,0,0,0,0,22,0,20,0,52,0
board,RI,Workforce Partnership of Greater Rhode Island,PY21_Q3,339,15,39,279,0,0,0,0,28,0,22,0,58,0
board,RI,Workforce Partnership of Greater Rhode Island,PY21_Q4,334,21,44,267,0,0,0,0,29,0,26,0,53,0
board,RI,Workforce Partnership of Greater Rhode Island,PY22_Q1,262,23,48,191,0,0,0,0,26,0,28,0,50,0
board,RI,Workforce Partnership of Greater Rhode Island,PY22_Q2,303,26,47,229,0,0,0,0,26,0,27,0,58,0
board,RI,Workforce Partnership of Greater Rhode Island,PY22_Q3,383,30,49,298,0,0,0,0,26,0,36,0,69,0
board,RI,Workforce Partnership of Greater Rhode Island,PY22_Q4,399,34,47,309,5,2,3,0,23,2,36,0,60,0
board,RI,Workforce Partnership of Greater Rhode Island,PY23_Q1,360,36,69,229,9,4,4,1,34,8,56,2,61,0
board,RI,Workforce Partnership of Greater Rhode Island,PY23_Q2,446,38,81,249,9,5,3,0,32,7,62,1,66,0
board,RI,Workforce Partnership of Greater Rhode Island,PY23_Q3,737,59,120,280,8,5,2,0,40,6,84,1,67,0
board,RI,Workforce Partnership of Greater Rhode Island,PY23_Q4,685,65,155,225,4,1,2,0,42,3,98,1,57,0
board,RI,Workforce Solutions of Providence/Cranston,PY20_Q1,122,38,44,41,0,0,0,0,23,0,12,0,13,0
board,RI,Workforce Solutions of Providence/Cranston,PY20_Q2,144,23,38,84,0,0,0,0,20,0,17,0,34,0
board,RI,Workforce Solutions of Providence/Cranston,PY20_Q3,170,13,28,130,0,0,0,0,13,0,21,0,52,0
board,RI,Workforce Solutions of Providence/Cranston,PY20_Q4,163,12,25,127,0,0,0,0,10,0,32,0,49,0
board,RI,Workforce Solutions of Providence/Cranston,PY21_Q1,153,17,47,90,0,0,0,0,20,0,58,0,33,0
board,RI,Workforce Solutions of Providence/Cranston,PY21_Q2,158,15,55,88,0,0,0,0,21,0,66,0,41,0
board,RI,Workforce Solutions of Providence/Cranston,PY21_Q3,144,25,40,79,0,0,0,0,14,0,59,0,39,0
board,RI,Workforce Solutions of Providence/Cranston,PY21_Q4,144,36,32,76,0,0,0,0,11,0,54,0,40,0
board,RI,Workforce Solutions of Providence/Cranston,PY22_Q1,114,27,22,65,0,0,0,0,15,0,47,0,31,0
board,RI,Workforce Solutions of Providence/Cranston,PY22_Q2,144,34,26,84,0,0,0,0,14,0,52,0,34,0
board,RI,Workforce Solutions of Providence/Cranston,PY22_Q3,184,41,46,96,0,0,0,0,13,0,80,0,29,0
board,RI,Workforce Solutions of Providence/Cranston,PY22_Q4,208,64,53,90,0,0,0,0,8,0,96,0,26,0
board,RI,Workforce Solutions of Providence/Cranston,PY23_Q1,192,85,45,62,0,0,0,0,10,0,114,0,31,0
board,RI,Workforce Solutions of Providence/Cranston,PY23_Q2,184,83,38,64,0,0,0,0,9,0,104,0,28,0
board,RI,Workforce Solutions of Providence/Cranston,PY23_Q3,207,76,35,97,0,0,0,0,13,0,104,0,23,0
board,RI,Workforce Solutions of Providence/Cranston,PY23_Q4,248,108,41,100,0,0,0,0,9,0,125,0,20,0
board,SC,Area 01 Worklink Wib,PY20_Q1,296,173,35,90,0,0,0,0,0,0,136,0,244,0
board,SC,Area 01 Worklink Wib,PY20_Q2,299,180,36,85,0,0,0,0,0,0,131,0,237,0
board,SC,Area 01 Worklink Wib,PY20_Q3,300,180,35,86,0,0,0,0,1,0,126,0,229,0
board,SC,Area 01 Worklink Wib,PY20_Q4,283,180,31,73,0,0,0,0,1,0,117,0,200,0
board,SC,Area 01 Worklink Wib,PY21_Q1,250,158,32,60,0,0,0,0,1,0,117,0,190,0
board,SC,Area 01 Worklink Wib,PY21_Q2,263,149,27,87,0,0,0,0,5,0,114,0,209,0
board,SC,Area 01 Worklink Wib,PY21_Q3,288,158,25,105,0,0,0,0,3,0,119,0,235,0
board,SC,Area 01 Worklink Wib,PY21_Q4,267,153,23,91,0,0,0,0,3,0,101,0,202,0
board,SC,Area 01 Worklink Wib,PY22_Q1,240,160,19,61,0,0,0,0,2,0,121,0,191,0
board,SC,Area 01 Worklink Wib,PY22_Q2,253,160,18,75,0,0,0,0,1,0,123,0,202,0
board,SC,Area 01 Worklink Wib,PY22_Q3,255,151,20,84,0,0,0,0,1,0,102,0,194,0
board,SC,Area 01 Worklink Wib,PY22_Q4,211,126,22,63,0,0,0,0,0,0,83,0,153,0
board,SC,Area 01 Worklink Wib,PY23_Q1,169,99,22,48,0,0,0,0,4,0,89,0,137,0
board,SC,Area 01 Worklink Wib,PY23_Q2,190,103,22,65,0,0,0,0,4,0,91,0,154,0
board,SC,Area 01 Worklink Wib,PY23_Q3,210,101,16,93,0,0,0,0,4,0,75,0,162,0
board,SC,Area 01 Worklink Wib,PY23_Q4,192,95,16,81,0,0,0,0,3,0,67,0,138,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY20_Q1,133,78,20,36,0,0,0,0,1,0,38,0,53,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY20_Q2,144,91,24,32,0,0,0,0,3,0,39,0,55,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY20_Q3,152,102,24,29,0,0,0,0,6,0,40,0,59,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY20_Q4,115,87,12,18,0,0,0,0,5,0,27,0,43,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY21_Q1,82,57,13,13,0,0,0,0,6,0,22,0,33,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY21_Q2,106,73,15,20,0,0,0,0,16,0,30,0,39,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY21_Q3,136,98,16,23,0,0,0,0,29,0,23,0,30,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY21_Q4,157,121,15,21,0,0,0,0,28,0,16,0,22,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY22_Q1,158,124,13,22,0,0,0,0,20,0,29,0,46,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY22_Q2,130,101,10,20,0,0,0,0,19,0,34,0,49,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY22_Q3,134,97,16,22,0,0,0,0,19,0,35,0,43,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY22_Q4,126,92,13,21,0,0,0,0,16,0,25,0,28,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY23_Q1,98,65,10,25,0,0,0,0,15,0,29,0,40,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY23_Q2,113,79,13,24,0,0,0,0,17,0,38,0,45,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY23_Q3,151,105,18,31,0,0,0,0,20,0,44,0,51,0
board,SC,"Area 12, Lowcountry Council Of Governments",PY23_Q4,144,98,20,30,0,0,0,0,18,0,37,0,36,0
board,SC,Blank-SC ETACode,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,Blank-SC ETACode,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,Blank-SC ETACode,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,Blank-SC ETACode,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,Catawba Regional Council of Governments,PY20_Q1,353,131,106,118,0,0,0,0,13,0,124,0,73,0
board,SC,Catawba Regional Council of Governments,PY20_Q2,313,116,82,105,0,0,0,0,10,0,120,0,70,0
board,SC,Catawba Regional Council of Governments,PY20_Q3,335,134,86,106,0,0,0,0,12,0,118,0,62,0
board,SC,Catawba Regional Council of Governments,PY20_Q4,311,127,76,102,0,0,0,0,6,0,90,0,49,0
board,SC,Catawba Regional Council of Governments,PY21_Q1,315,131,86,100,0,0,0,0,10,0,128,0,82,0
board,SC,Catawba Regional Council of Governments,PY21_Q2,261,108,67,86,0,0,0,0,8,0,109,0,73,0
board,SC,Catawba Regional Council of Governments,PY21_Q3,243,105,62,77,0,0,0,0,10,0,107,0,69,0
board,SC,Catawba Regional Council of Governments,PY21_Q4,230,99,51,83,0,0,0,0,9,0,83,0,51,0
board,SC,Catawba Regional Council of Governments,PY22_Q1,189,90,33,69,0,0,0,0,16,0,85,0,57,0
board,SC,Catawba Regional Council of Governments,PY22_Q2,204,95,41,72,0,0,0,0,14,0,90,0,62,0
board,SC,Catawba Regional Council of Governments,PY22_Q3,189,87,42,68,0,0,0,0,16,0,75,0,46,0
board,SC,Catawba Regional Council of Governments,PY22_Q4,216,112,42,72,0,0,0,0,17,0,57,0,31,0
board,SC,Catawba Regional Council of Governments,PY23_Q1,218,115,47,72,0,0,0,0,19,0,80,0,45,0
board,SC,Catawba Regional Council of Governments,PY23_Q2,209,115,41,65,0,0,0,0,22,0,83,0,48,0
board,SC,Catawba Regional Council of Governments,PY23_Q3,238,128,44,83,0,0,0,0,17,0,81,0,43,0
board,SC,Catawba Regional Council of Governments,PY23_Q4,217,116,34,84,0,0,0,0,13,0,63,0,30,0
board,SC,ETAcode - 45903,PY20_Q1,32,32,0,0,0,0,0,0,0,0,0,0,6,0
board,SC,ETAcode - 45903,PY20_Q2,18,18,0,0,0,0,0,0,0,0,0,0,3,0
board,SC,ETAcode - 45903,PY20_Q3,20,17,0,3,0,0,0,0,0,0,6,0,10,0
board,SC,ETAcode - 45903,PY20_Q4,12,9,0,3,0,0,0,0,0,0,6,0,3,0
board,SC,ETAcode - 45903,PY21_Q1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
board,SC,ETAcode - 45903,PY21_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,ETAcode - 45903,PY21_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,ETAcode - 45903,PY21_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,ETAcode - 45903,PY22_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,ETAcode - 45903,PY22_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,ETAcode - 45903,PY22_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,ETAcode - 45903,PY22_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,SC,Greenville County Workforce Development Board,PY20_Q1,188,100,48,41,0,0,0,0,10,0,122,0,138,0
board,SC,Greenville County Workforce Development Board,PY20_Q2,221,118,52,53,0,0,0,0,12,0,136,0,151,0
board,SC,Greenville County Workforce Development Board,PY20_Q3,232,122,44,68,0,0,0,0,8,0,133,0,156,0
