level,state,board_name,quarter,total,adult,dw,youth,ra,ra_adult,ra_dw,ra_youth,ojt,ra_ojt,ita,ra_ita,ss,ra_ss
board,ND,North Dakota Consortium,PY22_Q3,361,243,5,113,1,0,0,1,2,0,283,1,122,0
board,ND,North Dakota Consortium,PY22_Q4,389,262,6,121,1,0,0,1,4,0,256,1,110,0
board,ND,North Dakota Consortium,PY23_Q1,402,265,9,130,5,3,0,2,7,2,332,4,172,0
board,ND,North Dakota Consortium,PY23_Q2,390,258,12,122,4,3,0,1,8,2,333,3,167,0
board,ND,North Dakota Consortium,PY23_Q3,403,270,7,127,4,3,0,1,11,3,332,4,173,0
board,ND,North Dakota Consortium,PY23_Q4,414,287,4,125,4,3,0,1,9,3,324,4,173,0
board,NE,Blank-NE ETACode,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NE,Blank-NE ETACode,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NE,Blank-NE ETACode,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NE,Blank-NE ETACode,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NE,Greater Lincoln Workforce Investment Board,PY20_Q1,142,80,24,46,1,1,0,0,1,0,89,1,70,1
board,NE,Greater Lincoln Workforce Investment Board,PY20_Q2,157,93,27,46,1,1,0,0,1,0,104,1,82,1
board,NE,Greater Lincoln Workforce Investment Board,PY20_Q3,145,91,23,37,1,1,0,0,0,0,98,1,77,1
board,NE,Greater Lincoln Workforce Investment Board,PY20_Q4,153,87,24,48,1,1,0,0,2,0,92,1,76,1
board,NE,Greater Lincoln Workforce Investment Board,PY21_Q1,105,63,19,30,0,0,0,0,4,0,61,0,62,0
board,NE,Greater Lincoln Workforce Investment Board,PY21_Q2,80,55,17,15,0,0,0,0,2,0,49,0,47,0
board,NE,Greater Lincoln Workforce Investment Board,PY21_Q3,103,81,16,12,1,1,0,0,1,0,47,1,45,0
board,NE,Greater Lincoln Workforce Investment Board,PY21_Q4,129,85,18,32,0,0,0,0,3,0,48,0,46,0
board,NE,Greater Lincoln Workforce Investment Board,PY22_Q1,141,87,18,46,2,2,0,0,6,2,64,0,97,1
board,NE,Greater Lincoln Workforce Investment Board,PY22_Q2,138,83,16,48,2,2,0,0,4,2,58,0,93,1
board,NE,Greater Lincoln Workforce Investment Board,PY22_Q3,156,92,15,57,2,2,0,0,4,2,49,0,77,1
board,NE,Greater Lincoln Workforce Investment Board,PY22_Q4,182,94,16,80,1,1,0,0,3,1,39,0,66,0
board,NE,Greater Lincoln Workforce Investment Board,PY23_Q1,164,73,11,84,2,1,0,1,2,1,41,0,119,1
board,NE,Greater Lincoln Workforce Investment Board,PY23_Q2,138,59,9,72,1,1,0,0,1,1,32,0,97,0
board,NE,Greater Lincoln Workforce Investment Board,PY23_Q3,148,67,9,74,1,1,0,0,1,1,32,0,100,0
board,NE,Greater Lincoln Workforce Investment Board,PY23_Q4,176,73,10,95,0,0,0,0,0,0,30,0,102,0
board,NE,Greater Nebraska,PY20_Q1,328,138,141,55,0,0,0,0,23,0,194,0,175,0
board,NE,Greater Nebraska,PY20_Q2,305,129,130,49,0,0,0,0,28,0,183,0,153,0
board,NE,Greater Nebraska,PY20_Q3,302,128,128,52,0,0,0,0,35,0,176,0,141,0
board,NE,Greater Nebraska,PY20_Q4,275,122,102,57,0,0,0,0,33,0,135,0,124,0
board,NE,Greater Nebraska,PY21_Q1,263,141,85,51,0,0,0,0,29,0,143,0,150,0
board,NE,Greater Nebraska,PY21_Q2,229,132,60,51,0,0,0,0,29,0,116,0,130,0
board,NE,Greater Nebraska,PY21_Q3,216,140,46,44,0,0,0,0,22,0,114,0,125,0
board,NE,Greater Nebraska,PY21_Q4,238,144,43,64,0,0,0,0,24,0,113,0,140,0
board,NE,Greater Nebraska,PY22_Q1,250,173,34,66,0,0,0,0,20,0,139,0,174,0
board,NE,Greater Nebraska,PY22_Q2,241,164,44,56,0,0,0,0,39,0,119,0,178,0
board,NE,Greater Nebraska,PY22_Q3,290,184,78,67,0,0,0,0,66,0,150,0,217,0
board,NE,Greater Nebraska,PY22_Q4,286,178,70,72,1,0,0,1,61,0,139,0,191,1
board,NE,Greater Nebraska,PY23_Q1,290,201,58,86,1,0,0,1,52,0,152,0,197,1
board,NE,Greater Nebraska,PY23_Q2,282,190,69,83,1,0,0,1,54,0,129,0,166,1
board,NE,Greater Nebraska,PY23_Q3,262,173,61,80,1,0,0,1,52,0,121,0,155,1
board,NE,Greater Nebraska,PY23_Q4,228,149,35,78,1,0,0,1,23,0,108,0,139,1
state,NE,NE,PY20_Q1,834,469,198,190,1,1,0,0,51,0,464,1,361,1
state,NE,NE,PY20_Q2,768,409,180,201,1,1,0,0,54,0,428,1,334,1
state,NE,NE,PY20_Q3,762,417,169,195,1,1,0,0,69,0,410,1,305,1
state,NE,NE,PY20_Q4,766,408,149,228,1,1,0,0,64,0,350,1,301,1
state,NE,NE,PY21_Q1,692,407,130,185,1,0,0,1,73,0,345,1,334,0
state,NE,NE,PY21_Q2,606,384,96,157,1,0,0,1,68,0,299,1,277,0
state,NE,NE,PY21_Q3,597,416,79,130,2,1,0,1,53,0,288,2,255,0
state,NE,NE,PY21_Q4,611,400,75,161,1,0,0,1,42,0,266,1,260,0
state,NE,NE,PY22_Q1,653,467,65,160,2,2,0,0,59,2,355,0,390,1
state,NE,NE,PY22_Q2,633,452,76,145,2,2,0,0,75,2,319,0,392,1
state,NE,NE,PY22_Q3,689,437,111,195,4,3,0,1,92,2,319,0,411,2
state,NE,NE,PY22_Q4,693,351,108,281,4,2,0,2,72,1,249,0,351,2
state,NE,NE,PY23_Q1,666,333,96,303,5,2,0,3,62,1,269,0,441,3
state,NE,NE,PY23_Q2,611,316,107,257,3,2,0,1,66,1,233,0,374,2
state,NE,NE,PY23_Q3,621,320,110,257,3,2,0,1,64,1,215,0,357,2
state,NE,NE,PY23_Q4,641,317,87,285,2,1,0,1,33,0,187,0,332,2
board,NE,Tri County Workforce Investment Board,PY20_Q1,364,251,33,89,0,0,0,0,27,0,181,0,116,0
board,NE,Tri County Workforce Investment Board,PY20_Q2,306,187,23,106,0,0,0,0,25,0,141,0,99,0
board,NE,Tri County Workforce Investment Board,PY20_Q3,315,198,18,106,0,0,0,0,34,0,136,0,87,0
board,NE,Tri County Workforce Investment Board,PY20_Q4,338,199,23,123,0,0,0,0,29,0,123,0,101,0
board,NE,Tri County Workforce Investment Board,PY21_Q1,324,203,26,104,1,0,0,1,40,0,141,1,122,0
board,NE,Tri County Workforce Investment Board,PY21_Q2,297,197,19,91,1,0,0,1,37,0,134,1,100,0
board,NE,Tri County Workforce Investment Board,PY21_Q3,278,195,17,74,1,0,0,1,30,0,127,1,85,0
board,NE,Tri County Workforce Investment Board,PY21_Q4,244,171,14,65,1,0,0,1,15,0,105,1,74,0
board,NE,Tri County Workforce Investment Board,PY22_Q1,262,207,13,48,0,0,0,0,33,0,152,0,119,0
board,NE,Tri County Workforce Investment Board,PY22_Q2,254,205,16,41,0,0,0,0,32,0,142,0,121,0
board,NE,Tri County Workforce Investment Board,PY22_Q3,243,161,18,71,2,1,0,1,22,0,120,0,117,1
board,NE,Tri County Workforce Investment Board,PY22_Q4,225,79,22,129,2,1,0,1,8,0,71,0,94,1
board,NE,Tri County Workforce Investment Board,PY23_Q1,212,59,27,133,2,1,0,1,8,0,76,0,125,1
board,NE,Tri County Workforce Investment Board,PY23_Q2,191,67,29,102,1,1,0,0,11,0,72,0,111,1
board,NE,Tri County Workforce Investment Board,PY23_Q3,211,80,40,103,1,1,0,0,11,0,62,0,102,1
board,NE,Tri County Workforce Investment Board,PY23_Q4,237,95,42,112,1,1,0,0,10,0,49,0,91,1
board,NH,Blank-NH ETACode,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NH,Blank-NH ETACode,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NH,Blank-NH ETACode,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NH,Blank-NH ETACode,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,NH,NH,PY20_Q1,354,124,82,153,2,1,1,0,5,1,160,1,129,1
state,NH,NH,PY20_Q2,365,127,70,174,2,1,1,0,6,1,164,1,138,1
state,NH,NH,PY20_Q3,371,129,54,191,4,3,1,0,8,1,161,3,144,0
state,NH,NH,PY20_Q4,431,175,50,209,4,3,1,0,11,1,164,3,142,0
state,NH,NH,PY21_Q1,428,222,41,168,17,16,1,0,17,1,214,16,157,1
state,NH,NH,PY21_Q2,486,248,46,194,21,20,1,0,17,1,230,20,169,1
state,NH,NH,PY21_Q3,549,283,58,210,20,19,1,0,12,1,252,19,176,1
state,NH,NH,PY21_Q4,624,358,68,200,18,17,1,0,18,1,251,17,171,1
state,NH,NH,PY22_Q1,781,449,128,209,62,61,1,0,35,0,424,61,282,10
state,NH,NH,PY22_Q2,912,502,177,237,80,79,1,0,38,0,497,77,329,12
state,NH,NH,PY22_Q3,987,514,243,234,93,91,2,0,29,0,558,89,336,12
state,NH,NH,PY22_Q4,927,472,258,201,111,110,1,0,25,0,529,108,287,11
state,NH,NH,PY23_Q1,1011,500,354,163,147,146,1,0,21,0,703,145,312,13
state,NH,NH,PY23_Q2,1030,467,368,199,155,154,1,0,6,0,732,154,311,8
state,NH,NH,PY23_Q3,1071,465,397,214,158,157,1,0,5,0,774,157,302,6
state,NH,NH,PY23_Q4,1018,433,385,204,152,151,1,0,3,0,718,148,268,4
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY20_Q1,354,124,82,153,2,1,1,0,5,1,160,1,129,1
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY20_Q2,365,127,70,174,2,1,1,0,6,1,164,1,138,1
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY20_Q3,371,129,54,191,4,3,1,0,8,1,161,3,144,0
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY20_Q4,431,175,50,209,4,3,1,0,11,1,164,3,142,0
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY21_Q1,428,222,41,168,17,16,1,0,17,1,214,16,157,1
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY21_Q2,486,248,46,194,21,20,1,0,17,1,230,20,169,1
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY21_Q3,549,283,58,210,20,19,1,0,12,1,252,19,176,1
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY21_Q4,624,358,68,200,18,17,1,0,18,1,251,17,171,1
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY22_Q1,781,449,128,209,62,61,1,0,35,0,424,61,282,10
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY22_Q2,912,502,177,237,80,79,1,0,38,0,497,77,329,12
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY22_Q3,987,514,243,234,93,91,2,0,29,0,558,89,336,12
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY22_Q4,927,472,258,201,111,110,1,0,25,0,529,108,287,11
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY23_Q1,1011,500,354,163,147,146,1,0,21,0,703,145,312,13
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY23_Q2,1030,467,368,199,155,154,1,0,6,0,732,154,311,8
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY23_Q3,1071,465,397,214,158,157,1,0,5,0,774,157,302,6
board,NH,Office of Workforce Opportunity NH Department of Resources and Economic Development,PY23_Q4,1018,433,385,204,152,151,1,0,3,0,718,148,268,4
board,NJ,Atlantic Cape May Workforce Investment Board,PY21_Q1,530,266,99,110,0,0,0,0,54,0,303,0,384,0
board,NJ,Atlantic Cape May Workforce Investment Board,PY21_Q2,547,243,88,161,0,0,0,0,55,0,267,0,387,0
board,NJ,Atlantic Cape May Workforce Investment Board,PY21_Q3,518,225,65,225,0,0,0,0,40,0,245,0,406,0
board,NJ,Atlantic Cape May Workforce Investment Board,PY21_Q4,439,180,48,205,0,0,0,0,23,0,203,0,348,0
board,NJ,Atlantic Cape May Workforce Investment Board,PY22_Q1,419,236,57,109,2,1,0,2,16,0,277,0,360,2
board,NJ,Atlantic Cape May Workforce Investment Board,PY22_Q2,483,213,74,173,2,1,0,2,19,0,266,0,384,2
board,NJ,Atlantic Cape May Workforce Investment Board,PY22_Q3,611,241,87,271,2,1,0,2,32,0,288,0,464,2
board,NJ,Atlantic Cape May Workforce Investment Board,PY22_Q4,560,216,79,253,2,1,0,2,25,0,259,0,423,2
board,NJ,Atlantic County Workforce Investment Board,PY23_Q1,28,3,3,22,0,0,0,0,0,0,6,0,27,0
board,NJ,Atlantic County Workforce Investment Board,PY23_Q2,50,3,3,44,0,0,0,0,1,0,5,0,48,0
board,NJ,Atlantic County Workforce Investment Board,PY23_Q3,70,8,3,59,0,0,0,0,5,0,6,0,61,0
board,NJ,Atlantic County Workforce Investment Board,PY23_Q4,68,17,1,50,0,0,0,0,11,0,5,0,48,0
board,NJ,Bergen County Workforce Investment Board,PY20_Q1,270,25,81,164,0,0,0,0,2,0,91,0,78,0
board,NJ,Bergen County Workforce Investment Board,PY20_Q2,252,16,88,144,0,0,0,0,3,0,96,0,64,0
board,NJ,Bergen County Workforce Investment Board,PY20_Q3,284,18,95,167,0,0,0,0,3,0,113,0,50,0
board,NJ,Bergen County Workforce Investment Board,PY20_Q4,334,14,133,184,0,0,0,0,6,0,142,0,42,0
board,NJ,Bergen County Workforce Investment Board,PY21_Q1,324,18,139,165,0,0,0,0,5,0,149,0,107,0
board,NJ,Bergen County Workforce Investment Board,PY21_Q2,381,20,167,189,0,0,0,0,4,0,179,0,112,0
board,NJ,Bergen County Workforce Investment Board,PY21_Q3,393,29,152,208,0,0,0,0,2,0,177,0,97,0
board,NJ,Bergen County Workforce Investment Board,PY21_Q4,414,27,115,268,0,0,0,0,1,0,143,0,95,0
board,NJ,Bergen County Workforce Investment Board,PY22_Q1,356,61,117,179,0,0,0,0,7,0,172,0,131,0
board,NJ,Bergen County Workforce Investment Board,PY22_Q2,375,54,111,211,0,0,0,0,6,0,158,0,142,0
board,NJ,Bergen County Workforce Investment Board,PY22_Q3,405,55,97,254,0,0,0,0,5,0,144,0,134,0
board,NJ,Bergen County Workforce Investment Board,PY22_Q4,413,41,68,304,0,0,0,0,3,0,108,0,106,0
board,NJ,Bergen County Workforce Investment Board,PY23_Q1,124,2,5,117,0,0,0,0,4,0,3,0,29,0
board,NJ,Bergen County Workforce Investment Board,PY23_Q2,151,2,5,144,0,0,0,0,4,0,4,0,26,0
board,NJ,Bergen County Workforce Investment Board,PY23_Q3,184,1,3,180,0,0,0,0,2,0,3,0,26,0
board,NJ,Bergen County Workforce Investment Board,PY23_Q4,202,1,3,198,0,0,0,0,1,0,3,0,23,0
board,NJ,Blank-NJ ETACode,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NJ,Blank-NJ ETACode,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NJ,Blank-NJ ETACode,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NJ,Blank-NJ ETACode,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NJ,Burlington County Workforce Investment Board,PY20_Q1,149,19,40,92,0,0,0,0,0,0,47,0,22,0
board,NJ,Burlington County Workforce Investment Board,PY20_Q2,145,11,29,107,0,0,0,0,0,0,40,0,21,0
board,NJ,Burlington County Workforce Investment Board,PY20_Q3,153,13,32,110,0,0,0,0,0,0,45,0,18,0
board,NJ,Burlington County Workforce Investment Board,PY20_Q4,148,11,24,115,0,0,0,0,0,0,35,0,17,0
board,NJ,Burlington County Workforce Investment Board,PY21_Q1,103,7,36,58,0,0,0,0,0,0,45,0,6,0
board,NJ,Burlington County Workforce Investment Board,PY21_Q2,93,4,28,60,0,0,0,0,0,0,32,0,9,0
board,NJ,Burlington County Workforce Investment Board,PY21_Q3,91,3,15,72,0,0,0,0,0,0,17,0,19,0
board,NJ,Burlington County Workforce Investment Board,PY21_Q4,78,3,8,66,0,0,0,0,0,0,11,0,20,0
board,NJ,Burlington County Workforce Investment Board,PY22_Q1,73,5,17,51,0,0,0,0,0,0,22,0,39,0
board,NJ,Burlington County Workforce Investment Board,PY22_Q2,61,5,22,34,0,0,0,0,0,0,26,0,23,0
board,NJ,Burlington County Workforce Investment Board,PY22_Q3,83,8,39,36,0,0,0,0,0,0,47,0,24,0
board,NJ,Burlington County Workforce Investment Board,PY22_Q4,86,8,33,45,0,0,0,0,0,0,40,0,18,0
board,NJ,Burlington County Workforce Investment Board,PY23_Q1,16,0,1,15,0,0,0,0,0,0,0,0,9,0
board,NJ,Burlington County Workforce Investment Board,PY23_Q2,11,0,0,11,0,0,0,0,0,0,0,0,8,0
board,NJ,Burlington County Workforce Investment Board,PY23_Q3,12,0,4,8,0,0,0,0,0,0,4,0,7,0
board,NJ,Burlington County Workforce Investment Board,PY23_Q4,6,0,3,3,0,0,0,0,0,0,3,0,2,0
board,NJ,Camden County Workforce Investment Board,PY20_Q1,79,6,26,47,0,0,0,0,0,0,31,0,79,0
board,NJ,Camden County Workforce Investment Board,PY20_Q2,89,8,27,47,0,0,0,0,0,0,35,0,85,0
board,NJ,Camden County Workforce Investment Board,PY20_Q3,99,8,34,49,0,0,0,0,0,0,43,0,94,0
board,NJ,Camden County Workforce Investment Board,PY20_Q4,92,10,44,32,0,0,0,0,0,0,53,0,85,0
board,NJ,Camden County Workforce Investment Board,PY21_Q1,140,29,66,40,0,0,0,0,0,0,93,0,120,0
board,NJ,Camden County Workforce Investment Board,PY21_Q2,140,27,57,54,0,0,0,0,0,0,83,0,109,0
board,NJ,Camden County Workforce Investment Board,PY21_Q3,135,32,40,52,0,0,0,0,0,0,70,0,94,0
board,NJ,Camden County Workforce Investment Board,PY21_Q4,98,22,28,31,0,0,0,0,0,0,51,0,68,0
board,NJ,Camden County Workforce Investment Board,PY22_Q1,169,35,49,59,0,0,0,0,0,0,83,0,148,0
board,NJ,Camden County Workforce Investment Board,PY22_Q2,191,30,60,78,0,0,0,0,0,0,90,0,165,0
board,NJ,Camden County Workforce Investment Board,PY22_Q3,217,44,75,93,0,0,0,0,0,0,118,0,183,0
board,NJ,Camden County Workforce Investment Board,PY22_Q4,175,41,67,64,0,0,0,0,0,0,107,0,143,0
board,NJ,Camden County Workforce Investment Board,PY23_Q1,21,3,1,17,0,0,0,0,0,0,4,0,19,0
board,NJ,Camden County Workforce Investment Board,PY23_Q2,26,1,1,24,0,0,0,0,0,0,2,0,25,0
board,NJ,Camden County Workforce Investment Board,PY23_Q3,20,1,1,18,0,0,0,0,0,0,2,0,18,0
board,NJ,Camden County Workforce Investment Board,PY23_Q4,3,0,0,3,0,0,0,0,0,0,0,0,2,0
board,NJ,Cumberland/Salem/Cape May Counties Workforce Investment Board,PY23_Q1,27,10,2,15,0,0,0,0,0,0,10,0,18,0
board,NJ,Cumberland/Salem/Cape May Counties Workforce Investment Board,PY23_Q2,51,11,1,39,0,0,0,0,0,0,11,0,27,0
board,NJ,Cumberland/Salem/Cape May Counties Workforce Investment Board,PY23_Q3,54,7,1,46,0,0,0,0,0,0,8,0,24,0
board,NJ,Cumberland/Salem/Cape May Counties Workforce Investment Board,PY23_Q4,51,8,1,42,0,0,0,0,2,0,7,0,18,0
board,NJ,Cumberland/Salem/Cape May Counties Workforce Investment Board (NJ),PY20_Q1,369,133,75,163,0,0,0,0,9,0,191,0,283,0
board,NJ,Cumberland/Salem/Cape May Counties Workforce Investment Board (NJ),PY20_Q2,367,99,67,182,0,0,0,0,6,0,156,0,273,0
board,NJ,Cumberland/Salem/Cape May Counties Workforce Investment Board (NJ),PY20_Q3,459,139,71,220,0,0,0,0,15,0,188,0,340,0
board,NJ,Cumberland/Salem/Cape May Counties Workforce Investment Board (NJ),PY20_Q4,473,159,70,214,0,0,0,0,32,0,191,0,338,0
board,NJ,ETACode - 99999,PY21_Q1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
board,NJ,ETACode - 99999,PY21_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,NJ,ETACode - 99999,PY21_Q3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
board,NJ,ETACode - 99999,PY21_Q4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
board,NJ,ETAcode - 34903,PY20_Q1,2,0,0,0,0,0,0,0,0,0,2,0,2,0
board,NJ,ETAcode - 34903,PY20_Q2,21,0,0,0,0,0,0,0,0,0,4,0,14,0
board,NJ,ETAcode - 34903,PY20_Q3,36,0,0,0,0,0,0,0,0,0,11,0,13,0
board,NJ,ETAcode - 34903,PY20_Q4,33,0,0,0,0,0,0,0,0,0,14,0,4,0
board,NJ,ETAcode - 34990,PY20_Q1,2,0,2,0,0,0,0,0,0,0,2,0,1,0
board,NJ,ETAcode - 34990,PY20_Q2,14,0,2,0,0,0,0,0,0,0,13,0,1,0
board,NJ,ETAcode - 34990,PY20_Q3,32,0,1,0,0,0,0,0,0,0,30,0,0,0
board,NJ,ETAcode - 34990,PY20_Q4,31,0,1,0,0,0,0,0,0,0,29,0,0,0
board,NJ,ETAcode - 34990,PY21_Q1,103,2,5,0,0,0,0,0,0,0,94,0,2,0
board,NJ,ETAcode - 34990,PY21_Q2,90,6,12,0,0,0,0,0,0,0,83,0,6,0
board,NJ,ETAcode - 34990,PY21_Q3,104,8,12,0,0,0,0,0,0,0,89,0,7,0
board,NJ,ETAcode - 34990,PY21_Q4,95,8,9,0,0,0,0,0,0,0,80,0,5,0
board,NJ,Essex County Workforce Investment Board,PY20_Q1,129,25,12,96,0,0,0,0,0,0,25,0,92,0
board,NJ,Essex County Workforce Investment Board,PY20_Q2,130,18,8,104,0,0,0,0,0,0,20,0,100,0
board,NJ,Essex County Workforce Investment Board,PY20_Q3,143,18,8,114,0,0,0,0,0,0,25,0,110,0
board,NJ,Essex County Workforce Investment Board,PY20_Q4,151,31,8,110,0,0,0,0,0,0,25,0,108,0
board,NJ,Essex County Workforce Investment Board,PY21_Q1,197,83,10,94,0,0,0,0,0,0,45,0,93,0
board,NJ,Essex County Workforce Investment Board,PY21_Q2,174,75,14,85,1,1,0,0,0,0,30,0,83,0
board,NJ,Essex County Workforce Investment Board,PY21_Q3,172,86,17,69,1,1,0,0,0,0,31,0,66,0
board,NJ,Essex County Workforce Investment Board,PY21_Q4,163,84,14,65,1,1,0,0,0,0,30,0,62,0
board,NJ,Essex County Workforce Investment Board,PY22_Q1,169,101,9,61,1,1,0,0,0,0,32,0,60,0
board,NJ,Essex County Workforce Investment Board,PY22_Q2,167,92,11,65,1,1,0,0,0,0,31,0,62,0
board,NJ,Essex County Workforce Investment Board,PY22_Q3,148,72,12,66,1,1,0,0,1,0,31,0,65,0
board,NJ,Essex County Workforce Investment Board,PY22_Q4,134,56,11,68,1,1,0,0,0,0,27,0,66,0
board,NJ,Essex County Workforce Investment Board,PY23_Q1,38,3,1,34,0,0,0,0,1,0,1,0,33,0
board,NJ,Essex County Workforce Investment Board,PY23_Q2,34,2,1,31,0,0,0,0,1,0,1,0,31,0
board,NJ,Essex County Workforce Investment Board,PY23_Q3,24,2,1,21,0,0,0,0,1,0,1,0,21,0
board,NJ,Essex County Workforce Investment Board,PY23_Q4,3,1,0,2,0,0,0,0,1,0,0,0,2,0
board,NJ,Gloucester County Workforce Investment Board,PY20_Q1,40,10,10,20,0,0,0,0,0,0,20,0,20,0
board,NJ,Gloucester County Workforce Investment Board,PY20_Q2,45,8,10,26,0,0,0,0,0,0,19,0,26,0
board,NJ,Gloucester County Workforce Investment Board,PY20_Q3,43,7,11,24,0,0,0,0,0,0,18,0,24,0
board,NJ,Gloucester County Workforce Investment Board,PY20_Q4,36,7,12,16,0,0,0,0,0,0,19,0,16,0
board,NJ,Gloucester County Workforce Investment Board,PY21_Q1,35,5,12,17,0,0,0,0,0,0,18,0,17,0
board,NJ,Gloucester County Workforce Investment Board,PY21_Q2,34,5,10,18,0,0,0,0,0,0,15,0,18,0
board,NJ,Gloucester County Workforce Investment Board,PY21_Q3,32,5,9,17,0,0,0,0,0,0,14,0,17,0
board,NJ,Gloucester County Workforce Investment Board,PY21_Q4,25,5,7,13,0,0,0,0,0,0,11,0,13,0
board,NJ,Gloucester County Workforce Investment Board,PY22_Q1,37,9,14,14,0,0,0,0,0,0,23,0,15,0
board,NJ,Gloucester County Workforce Investment Board,PY22_Q2,36,6,11,19,0,0,0,0,0,0,17,0,21,0
board,NJ,Gloucester County Workforce Investment Board,PY22_Q3,41,5,12,24,0,0,0,0,0,0,17,0,26,0
board,NJ,Gloucester County Workforce Investment Board,PY22_Q4,28,2,10,16,0,0,0,0,0,0,12,0,17,0
board,NJ,Greater Raritan Workforce Investment Board,PY20_Q1,66,7,27,28,0,0,0,0,0,0,36,0,64,0
board,NJ,Greater Raritan Workforce Investment Board,PY20_Q2,52,2,17,24,0,0,0,0,0,0,28,0,51,0
board,NJ,Greater Raritan Workforce Investment Board,PY20_Q3,68,4,28,28,0,0,0,0,0,0,40,0,67,0
board,NJ,Greater Raritan Workforce Investment Board,PY20_Q4,67,10,28,23,0,0,0,0,0,0,44,0,66,0
board,NJ,Greater Raritan Workforce Investment Board,PY21_Q1,76,21,27,24,0,0,0,0,0,0,49,0,64,0
board,NJ,Greater Raritan Workforce Investment Board,PY21_Q2,78,22,33,23,0,0,0,0,0,0,54,0,62,0
board,NJ,Greater Raritan Workforce Investment Board,PY21_Q3,96,28,43,27,0,0,0,0,0,0,69,0,74,0
board,NJ,Greater Raritan Workforce Investment Board,PY21_Q4,86,27,36,25,0,0,0,0,0,0,61,0,64,0
board,NJ,Greater Raritan Workforce Investment Board,PY22_Q1,111,36,41,39,0,0,0,0,0,0,72,0,76,0
board,NJ,Greater Raritan Workforce Investment Board,PY22_Q2,113,33,43,42,0,0,0,0,0,0,72,0,75,0
board,NJ,Greater Raritan Workforce Investment Board,PY22_Q3,108,32,37,44,0,0,0,0,0,0,66,0,64,0
board,NJ,Greater Raritan Workforce Investment Board,PY22_Q4,108,28,39,43,0,0,0,0,0,0,66,0,55,0
board,NJ,Hudson County Workforce Investment Board,PY20_Q1,32,16,20,1,0,0,0,0,0,0,8,0,0,0
board,NJ,Hudson County Workforce Investment Board,PY20_Q2,89,16,45,27,0,0,0,0,0,0,32,0,12,0
board,NJ,Hudson County Workforce Investment Board,PY20_Q3,210,22,117,67,0,0,0,0,0,0,101,0,19,0
board,NJ,Hudson County Workforce Investment Board,PY20_Q4,266,20,161,71,0,0,0,0,0,0,150,0,14,0
board,NJ,Hudson County Workforce Investment Board,PY21_Q1,269,22,181,31,0,0,0,0,0,0,168,0,23,0
board,NJ,Hudson County Workforce Investment Board,PY21_Q2,200,23,110,47,0,0,0,0,0,0,88,0,12,0
board,NJ,Hudson County Workforce Investment Board,PY21_Q3,249,36,93,71,0,0,0,0,0,0,76,0,45,0
board,NJ,Hudson County Workforce Investment Board,PY21_Q4,227,23,56,83,0,0,0,0,0,0,57,0,56,0
board,NJ,Hudson County Workforce Investment Board,PY22_Q1,171,31,55,32,0,0,0,0,0,0,60,0,35,0
board,NJ,Hudson County Workforce Investment Board,PY22_Q2,153,18,40,41,0,0,0,0,0,0,31,0,35,0
board,NJ,Hudson County Workforce Investment Board,PY22_Q3,139,10,31,43,0,0,0,0,0,0,10,0,36,0
board,NJ,Hudson County Workforce Investment Board,PY22_Q4,113,6,20,31,0,0,0,0,0,0,5,0,36,0
